100	0.000628321	1.570168006
125.8925412	0.000791011	1.570005316
158.4893192	0.000995827	1.569800499
199.5262315	0.001253679	1.569542647
251.1886432	0.001578302	1.569218024
316.227766	0.001986992	1.568809333
398.1071706	0.00250153	1.568294794
501.1872336	0.003149349	1.567646973
630.9573445	0.003965014	1.566831302
794.3282347	0.004992093	1.565804213
1000	0.006285543	1.564510743
1258.925412	0.007914766	1.562881478
1584.893192	0.009967567	1.560828594
1995.262315	0.012555347	1.558240649
2511.886432	0.015820079	1.554975587
3162.27766	0.01994396	1.550851044
3981.071706	0.025163335	1.545630335
5011.872336	0.031789852	1.539001118
6309.573445	0.040244612	1.530540843
7943.282347	0.051117154	1.519656885
10000	0.065274799	1.505475085
12589.25412	0.084081408	1.48661553
15848.93192	0.109874602	1.460699439
19952.62315	0.147124875	1.423135444
25118.86432	0.205686729	1.363630937
31622.7766	0.311919686	1.253583471
39810.71706	0.555620401	0.981687366
50118.72336	0.999648892	0.026500134
63095.73445	0.569865442	-0.964454229
79432.82347	0.317439861	-1.24776784
100000	0.208462544	-1.360793623
125892.5412	0.148794847	-1.421446885
158489.3192	0.110992154	-1.45957501
199526.2315	0.08487916	-1.485814916
251188.6432	0.06586743	-1.504881175
316227.766	0.051568492	-1.519204951
398107.1706	0.040593745	-1.530191425
501187.2336	0.032062584	-1.538728247
630957.3445	0.025377705	-1.545415897
794328.2347	0.020113113	-1.550681858
1000000	0.01595388	-1.55484177
1258925.412	0.012661349	-1.55813464
1584893.192	0.010051627	-1.560744531
1995262.315	0.007981467	-1.562814775
2511886.432	0.00633849	-1.564457795
3162277.66	0.005034133	-1.565762173
3981071.706	0.003998399	-1.566797918
5011872.336	0.003175863	-1.567620459
6309573.445	0.002522588	-1.568273736
7943282.347	0.002003718	-1.568792607
10000000	0.001591588	-1.569204738
12589254.12	0.001264232	-1.569532095
15848931.92	0.001004209	-1.569792117
19952623.15	0.000797669	-1.569998658
25118864.32	0.00063361	-1.570162717
31622776.6	0.000503293	-1.570293033
39810717.06	0.00039978	-1.570396547
50118723.36	0.000317556	-1.570478771
63095734.45	0.000252244	-1.570544083
79432823.47	0.000200364	-1.570595963
100000000	0.000159155	-1.570637172
125892541.2	0.000126421	-1.570669906
158489319.2	0.00010042	-1.570695907
199526231.5	7.97664E-05	-1.57071656
251188643.2	6.33607E-05	-1.570732966
316227766	5.03292E-05	-1.570745998
398107170.6	3.99779E-05	-1.570756349
501187233.6	3.17556E-05	-1.570764571
630957344.5	2.52244E-05	-1.570771102
794328234.7	2.00364E-05	-1.57077629
1000000000	1.59155E-05	-1.570780411
